test_id,test_index,nearest_mse_train_id,nearest_mse_train_index,nearest_mse,nearest_rmse,nearest_cosine_at_mse,nearest_cosine_train_id,nearest_cosine_train_index,max_cosine,mse_at_max_cosine,y_test,y_train_nearest_mse,label_conflict_nearest_mse,near_mse_flag,near_cosine_flag
test_0016,16,train_0013,13,0.00294572114944458,0.05427449941635132,0.980273962020874,train_0013,13,0.980273962020874,0.00294572114944458,1,1,False,False,False
test_0017,17,train_0019,19,0.004009142518043518,0.06331779062747955,0.9808803200721741,train_0019,19,0.9808803200721741,0.004009142518043518,0,0,False,False,False
test_0018,18,train_0025,25,0.008172780275344849,0.09040343016386032,0.9783050417900085,train_0025,25,0.9783050417900085,0.008172780275344849,0,0,False,False,False
test_0019,19,train_0019,19,0.0018212944269180298,0.04267662763595581,0.9916006326675415,train_0019,19,0.9916006326675415,0.0018212944269180298,0,0,False,False,False
test_0020,20,train_0020,20,0.003091871738433838,0.05560460314154625,0.9895342588424683,train_0020,20,0.9895342588424683,0.003091871738433838,0,0,False,False,False
test_0021,21,train_0022,22,0.0062871575355529785,0.07929159700870514,0.9861626625061035,train_0022,22,0.9861626625061035,0.0062871575355529785,0,0,False,False,False
test_0022,22,train_0025,25,0.003024190664291382,0.054992642253637314,0.9852867722511292,train_0023,23,0.9876741766929626,0.0030508488416671753,0,0,False,False,False
test_0023,23,train_0023,23,0.001094728708267212,0.033086683601140976,0.9959009289741516,train_0023,23,0.9959009289741516,0.001094728708267212,0,0,False,False,False
test_0024,24,train_0025,25,0.0019718557596206665,0.044405583292245865,0.995384156703949,train_0025,25,0.995384156703949,0.0019718557596206665,0,0,False,False,False
test_0025,25,train_0022,22,0.009350866079330444,0.09669987857341766,0.976878821849823,train_0022,22,0.976878821849823,0.009350866079330444,0,0,False,False,False
test_0026,26,train_0027,27,0.005615353584289551,0.0749356597661972,0.9877185225486755,train_0027,27,0.9877185225486755,0.005615353584289551,1,1,False,False,False
test_0027,27,train_0028,28,0.003588378429412842,0.05990307405591011,0.9907475709915161,train_0028,28,0.9907475709915161,0.003588378429412842,1,1,False,False,False
test_0028,28,train_0029,29,0.0065836310386657715,0.08113957941532135,0.9860273003578186,train_0029,29,0.9860273003578186,0.0065836310386657715,1,1,False,False,False
test_0029,29,train_0032,32,0.0033492445945739746,0.05787265673279762,0.9941195249557495,train_0032,32,0.9941195249557495,0.0033492445945739746,1,1,False,False,False
test_0030,30,train_0032,32,0.008560091257095337,0.09252075850963593,0.9804284572601318,train_0029,29,0.9806888103485107,0.012097805738449097,1,1,False,False,False
test_0031,31,train_0028,28,0.01010209321975708,0.1005091667175293,0.9723997712135315,train_0567,567,0.9788846373558044,0.04265066981315613,1,1,False,False,False
test_0032,32,train_0029,29,0.007053196430206299,0.08398330956697464,0.9870765209197998,train_0029,29,0.9870765209197998,0.007053196430206299,1,1,False,False,False
test_0033,33,train_0034,34,0.004882514476776123,0.06987499445676804,0.9900141954421997,train_0034,34,0.9900141954421997,0.004882514476776123,1,1,False,False,False
test_0034,34,train_0034,34,0.005423128604888916,0.07364189624786377,0.9866511225700378,train_0034,34,0.9866511225700378,0.005423128604888916,1,1,False,False,False
test_0035,35,train_0038,38,0.003037869930267334,0.05511687695980072,0.9942852854728699,train_0038,38,0.9942852854728699,0.003037869930267334,0,0,False,False,False
test_0036,36,train_0037,37,0.003793478012084961,0.061591215431690216,0.9911441206932068,train_0037,37,0.9911441206932068,0.003793478012084961,0,0,False,False,False
test_0037,37,train_0037,37,0.0027633309364318848,0.05256739258766174,0.9935574531555176,train_0037,37,0.9935574531555176,0.0027633309364318848,0,0,False,False,False
test_0038,38,train_0037,37,0.004312396049499512,0.06566883623600006,0.9900785684585571,train_0037,37,0.9900785684585571,0.004312396049499512,0,0,False,False,False
test_0039,39,train_0039,39,0.00406840443611145,0.06378404796123505,0.9896950721740723,train_0041,41,0.9902614951133728,0.004442930221557617,0,0,False,False,False
test_0040,40,train_0039,39,0.006696075201034546,0.08182954788208008,0.98196941614151,train_0041,41,0.9836209416389465,0.006720364093780518,0,0,False,False,False
